pred_param1,truth_param1,pred_param2,truth_param2,loss_per_sample,pred_sigma1,pred_sigma2
5.130895399999999551e-01,5.118198400000000259e-01,1.500777699999999992e+00,1.360705099999999890e+00,0.000000000000000000e+00,6.968109643224624783e-01,1.158365702185626622e+00
5.289548600000000267e-01,5.059420999999999502e-01,2.434510700000000138e+00,2.465867999999999949e+00,0.000000000000000000e+00,7.117770015953029938e-01,1.497215148200151003e+00
8.955533500000000258e-01,8.888951999999999964e-01,3.232089999999999907e+00,3.078856699999999780e+00,0.000000000000000000e+00,9.337503949129017933e-01,1.737038629391989053e+00
1.714081199999999972e-01,1.774639600000000039e-01,2.919540200000000141e+00,2.659186800000000073e+00,0.000000000000000000e+00,3.889519121948110114e-01,1.642699911730684859e+00
5.731380600000000047e-01,5.463613999999999971e-01,2.790220000000000145e+00,2.714990100000000073e+00,0.000000000000000000e+00,7.431169827153730756e-01,1.607050341464137277e+00
5.766575000000000450e-01,5.891825000000000534e-01,2.907507700000000028e+00,2.658089200000000041e+00,0.000000000000000000e+00,7.464100749587989636e-01,1.640880556286776315e+00
9.189627000000000212e-01,8.892113999999999852e-01,2.036469700000000049e+00,1.925330999999999904e+00,0.000000000000000000e+00,9.449272458766335703e-01,1.363176877738175197e+00
9.717666999999999833e-01,9.387590000000000101e-01,2.050485399999999903e+00,1.853302199999999900e+00,0.000000000000000000e+00,9.719442165062766037e-01,1.368484015251913766e+00
9.075267299999999482e-01,8.794368000000000185e-01,2.250718800000000019e+00,2.281556000000000139e+00,0.000000000000000000e+00,9.389988019161685795e-01,1.436901144825210253e+00
3.918911800000000056e-01,3.831998699999999980e-01,3.735774800000000173e+00,3.707766799999999918e+00,0.000000000000000000e+00,6.097505555553024426e-01,1.876237191828368012e+00
5.953690999999999844e-01,5.964128400000000552e-01,3.406289800000000145e+00,3.632745299999999844e+00,0.000000000000000000e+00,7.574746860456790243e-01,1.785242532542847371e+00
2.874794600000000200e-01,2.723032000000000230e-01,2.996868399999999877e+00,3.175946699999999900e+00,0.000000000000000000e+00,5.173544046396049145e-01,1.667665913784892373e+00
5.231831000000000120e-01,5.097179400000000360e-01,2.631191700000000022e+00,2.545226599999999895e+00,0.000000000000000000e+00,7.099761263591896077e-01,1.556408108434288673e+00
4.499562999999999757e-01,4.371513399999999994e-01,2.714545199999999880e+00,2.877579700000000074e+00,0.000000000000000000e+00,6.564463572905253619e-01,1.583351919189161183e+00
8.667797999999999892e-01,8.697411000000000447e-01,3.449770000000000003e+00,3.592625099999999794e+00,0.000000000000000000e+00,9.186811579650472348e-01,1.796930076547220478e+00
3.658027999999999835e-01,3.762014499999999928e-01,3.063044999999999796e+00,2.839369299999999985e+00,0.000000000000000000e+00,5.883852649412627533e-01,1.687931929907127371e+00
7.707630399999999549e-01,7.322902999999999496e-01,1.421009200000000083e+00,1.465182200000000101e+00,0.000000000000000000e+00,8.596963998994062717e-01,1.128969485858674515e+00
6.609407699999999553e-01,6.423488000000000531e-01,2.295965699999999998e+00,2.397364099999999887e+00,0.000000000000000000e+00,7.983190464970756350e-01,1.452362420334538884e+00
6.465418000000000553e-01,6.292699600000000171e-01,3.709226999999999830e+00,3.799977999999999856e+00,0.000000000000000000e+00,7.896418175350138347e-01,1.868284774867043696e+00
6.522149000000000418e-01,6.445794000000000246e-01,1.858574699999999913e+00,2.103708000000000133e+00,0.000000000000000000e+00,7.920923872882505989e-01,1.299310547944562799e+00
4.255438400000000065e-01,4.236355399999999771e-01,1.836095299999999986e+00,1.592001699999999964e+00,0.000000000000000000e+00,6.347809858526010096e-01,1.287054311208349899e+00
1.202149539999999989e-01,1.036459500000000006e-01,1.586474900000000021e+00,1.582360100000000047e+00,0.000000000000000000e+00,2.800167673550996161e-01,1.209900078518883371e+00
4.228063799999999817e-01,4.362905000000000255e-01,2.273247200000000134e+00,2.372940499999999897e+00,0.000000000000000000e+00,6.354321757670129411e-01,1.441376147991911161e+00
6.386978599999999506e-01,6.535188600000000347e-01,2.869521900000000070e+00,2.925834000000000046e+00,0.000000000000000000e+00,7.868506529195995469e-01,1.629636615936203015e+00
1.764530500000000002e-01,1.647014300000000098e-01,3.277362000000000108e+00,3.196949000000000041e+00,0.000000000000000000e+00,3.968637801563654754e-01,1.744374157111942436e+00
6.735248000000000346e-01,6.496495599999999593e-01,3.035708000000000073e+00,2.926366300000000198e+00,0.000000000000000000e+00,8.090127069459416287e-01,1.678225342437659640e+00
