1.4740341,0.070255704,1.4434626,0.058341622,1.5047002,0.09357465
0.7293382,0.4085324,0.668252,0.36183634,0.7916763,0.454822
0.7572351,0.060860477,0.7359264,0.044215895,0.7784989,0.08899156
0.6821285,0.09772432,0.6560652,0.07173727,0.7078898,0.13126433
1.3024454,0.18410248,1.2670653,0.15287936,1.3391316,0.21997565
1.1922679,0.30298868,1.1211392,0.26115233,1.2617906,0.35092238
0.86925983,0.25908154,0.83132035,0.21314268,0.9089401,0.30543458
0.37868398,0.112622246,0.36045605,0.08058953,0.39621413,0.15198581
0.14856616,0.25319993,0.13166219,0.13145113,0.16583028,0.3762522
1.2662863,0.31311846,1.2030103,0.26749545,1.3294375,0.36121556
0.5493303,0.25917393,0.521724,0.22031122,0.5794177,0.29938328
0.24207278,0.41328597,0.1940948,0.33825028,0.29072332,0.48988804
1.4957341,0.29391447,1.420682,0.25109687,1.5689754,0.34147403
0.29822227,0.3904439,0.2703882,0.32689568,0.3296895,0.4540643
0.2865971,0.33557326,0.2644916,0.27109218,0.31182367,0.39981124
0.3916111,0.3570711,0.36775392,0.30266514,0.41946343,0.4097062
0.9361087,0.30827773,0.8877466,0.2653321,0.9859458,0.35177925
1.7517465,0.18191698,1.6990619,0.14743462,1.8047744,0.2243894
1.5637707,0.34553596,1.4485416,0.29837587,1.6723255,0.40311918
1.8150393,0.35425943,1.6910045,0.30084375,1.9317746,0.41696727
0.3180045,0.16308287,0.29663384,0.112605125,0.33881405,0.21974671
1.0710406,0.071187176,1.0517716,0.05805944,1.0912526,0.09199832
1.5694954,0.20171309,1.5059085,0.16682085,1.631444,0.24710318
0.8747091,0.09663003,0.8527082,0.08086594,0.89780974,0.12324072
1.489152,0.32591784,1.4068506,0.27755037,1.569247,0.3784152
0.82585907,0.055261247,0.8084166,0.045088567,0.84415805,0.075879686
1.4462246,0.38627407,1.3379946,0.33460665,1.549461,0.44312754
0.86094517,0.24063063,0.829496,0.19648156,0.8946096,0.2840879
1.1213584,0.2054025,1.0844266,0.17328016,1.159626,0.24211138
0.3742407,0.24627796,0.34959114,0.1998474,0.40021813,0.2956566
1.4817421,0.33164373,1.3853357,0.28252333,1.5738565,0.38720915
1.4363688,0.43523145,1.3011158,0.38788986,1.5636063,0.49059457
0.6854031,0.33608505,0.64469206,0.2843315,0.72842,0.3867935
1.3700582,0.33991367,1.278609,0.29255614,1.4578718,0.39272624
1.8251355,0.27455136,1.736377,0.2253147,1.910674,0.33212695
0.62713873,0.17010936,0.6013069,0.13150434,0.65382034,0.21102385
1.3071555,0.16051582,1.2679243,0.13316973,1.3464816,0.19389075
0.39414686,0.0968104,0.37311736,0.06717331,0.41383526,0.13376993
0.636241,0.32997963,0.60284674,0.27708906,0.6729677,0.3794593
1.7889152,0.4797696,1.6357062,0.41808066,1.933067,0.5487112
0.98611975,0.19165373,0.9590442,0.16186371,1.0156312,0.22583103
0.5304781,0.4227002,0.4964189,0.3742286,0.5694951,0.467678
1.3242564,0.048480965,1.2975783,0.035332173,1.3502133,0.07195211
1.5996451,0.39649954,1.4586313,0.3474166,1.7310851,0.45645633
1.4225174,0.018698163,1.3985541,0.01268536,1.4456505,0.035238154
0.36287227,0.33078003,0.3375584,0.26890168,0.39089832,0.39210272
1.8015064,0.44351768,1.6560328,0.38107324,1.9382789,0.51321334
1.2781365,0.31557685,1.210994,0.2700491,1.3447208,0.36399564
1.4000661,0.3405676,1.3235147,0.29178068,1.4753273,0.39124364
0.20576763,0.35102552,0.18268993,0.2543086,0.23121648,0.44599062
0.79182434,-0.00020156056,0.76688415,-0.0061508403,0.8151128,0.019610949
1.7004379,0.02856899,1.6745808,0.025314154,1.7271215,0.04541204
1.8451687,0.40339294,1.723412,0.33379793,1.9611993,0.47813785
1.2869809,0.20803535,1.2540594,0.17461318,1.3223578,0.24446556
1.8623767,0.37632853,1.7325499,0.31922376,1.9846631,0.44275182
1.360427,0.3465038,1.269108,0.29738802,1.4485133,0.40208638
0.6362008,0.43483976,0.58918965,0.39109176,0.6868844,0.47753608
1.035722,0.10723104,1.0156035,0.088653505,1.0573431,0.13244507
1.5939192,0.10250319,1.5582182,0.08440253,1.6300045,0.13060296
1.9149987,0.015530683,1.8903446,0.0095223505,1.9410104,0.034015097
1.0651664,0.42490056,0.96486,0.37941855,1.1616893,0.47577924
0.7881735,0.24682051,0.752506,0.20439777,0.8256128,0.2910407
1.1103945,0.029955603,1.0874685,0.01847473,1.1323165,0.052312054
0.7256528,0.14223194,0.70128524,0.110391445,0.7510108,0.17895283
1.730369,0.018751778,1.7079818,0.0133485515,1.7540141,0.035934724
1.5647408,0.1563263,1.5166698,0.1295948,1.6126068,0.19224375
