1.4675575,0.09508633,1.4433529,0.075849734,1.4952381,0.10490649
0.7387825,0.42029828,0.6913518,0.36800736,0.78616065,0.4596185
0.7679719,0.076740704,0.7515459,0.053107135,0.78617346,0.10000421
0.6696608,0.095234804,0.6554735,0.06924166,0.6850754,0.12011356
1.304127,0.17159219,1.2684536,0.13587858,1.3426626,0.198721
1.1929392,0.29830852,1.1327317,0.24716733,1.2556603,0.34228444
0.8466284,0.26487955,0.8147392,0.22748157,0.8815552,0.29456332
0.36980855,0.0881494,0.36072272,0.053680517,0.3833065,0.12350261
0.1551409,0.25918338,0.13733199,0.14439335,0.16867948,0.37670624
1.2343423,0.33185896,1.1720977,0.28268206,1.2992333,0.3726026
0.5592623,0.24153608,0.53350455,0.2037831,0.58588135,0.27294207
0.2579365,0.47275925,0.2431046,0.3878886,0.27342635,0.5451656
1.4674062,0.29004312,1.3943763,0.2416247,1.5421016,0.3298905
0.27393126,0.36524823,0.25592974,0.30208844,0.29508305,0.4221294
0.303436,0.30186182,0.28786737,0.24491969,0.32337978,0.35500336
0.39310014,0.39238086,0.37305224,0.33989853,0.4158013,0.43401092
0.9067476,0.30842236,0.8691443,0.2636252,0.94662976,0.3430895
1.7983762,0.18243358,1.7516742,0.14269839,1.8454325,0.20976599
1.5940632,0.34430745,1.478291,0.29619104,1.707885,0.38075888
1.799417,0.34295368,1.6956642,0.27524573,1.9007235,0.40043253
0.2988597,0.14631498,0.2942961,0.09447203,0.30840427,0.2011586
1.0575159,0.077056184,1.0463737,0.05547306,1.0722196,0.09190014
1.5927547,0.19857162,1.5425918,0.16462778,1.6469774,0.2238946
0.8934573,0.083896756,0.87789863,0.06293963,0.9129444,0.10392927
1.4905362,0.33267394,1.4069829,0.2755288,1.5747247,0.38046616
0.8382265,0.0735883,0.81842315,0.053752318,0.8607868,0.091885805
1.4368224,0.4073933,1.3253281,0.34831953,1.5465212,0.4542169
0.83734065,0.26266703,0.80656135,0.22349492,0.8702446,0.29327613
1.0611556,0.21909353,1.0309298,0.18390694,1.0949442,0.24635279
0.36020666,0.26146147,0.34578168,0.21793732,0.37819588,0.2998194
1.4944918,0.36321428,1.3932366,0.30635482,1.5946178,0.4094429
1.4810883,0.40939334,1.3542953,0.3606158,1.6038041,0.44396204
0.69461256,0.34523237,0.66009885,0.29619592,0.7296834,0.38337934
1.3706154,0.3445863,1.2887423,0.28814822,1.4528441,0.39107174
1.8081551,0.30715686,1.7166536,0.25133693,1.898252,0.35207474
0.6246541,0.17208073,0.6048798,0.14045557,0.6451151,0.19850281
